"File","Line","Method","What","Purpose"
"GRM_Minimap.lua","86","MinimapButtonClick( _ , button )","Handles clicks on the minimap button","To open GRM's main window on left click"
"GRM_Minimap.lua","133","MinimapGRM.CreateCustomMinimapButton()","Creates GRM's custom minimap button without the use of any libraries.","To provide a minimap button for GRM that does not rely on any external libraries."
"GRM_Minimap.lua","188","MinimapGRM.ResetMinimapPositionToDefault()","Sets the minimap icon back to default position.","In case player drags the minimap off screen..."
"GRM_Minimap.lua","318","MinimapGRM.GRM_MinimapButtonInit()","Initializes the minimap button based on user settings and guild status","To set up the minimap button for GRM when the addon is loaded"
"GRM_Minimap.lua","355","MinimapGRM.Hide()","Hides the minimap button, whether custom or LibDBIcon","To provide a way to hide the minimap button when the user chooses to"
"GRM_Minimap.lua","364","MinimapGRM.Show()","Shows the minimap button, whether custom or LibDBIcon","To provide a way to show the minimap button when the user chooses to"
"GRM_Minimap.lua","373","MinimapGRM.SetSelectedMinimap( choice , bool )","Sets the minimap button type based on user choice","To allow users to choose between the custom minimap button or the LibDB"
"GRM_Nicknames.lua","10","NN.CreateNickObject( bool )","Returns a default nickname data object.","To ensure consistent data structures."
"GRM_Nicknames.lua","23","NN.GetNickname ( string )","Returns the nickname based on the global share settings and alt group status.","Centralized getter to handle the logic of individual vs shared nicknames."
"GRM_Nicknames.lua","47","NN.SetNickname ( string , string , string , int , bool )","Sets the nickname to either the player or the group based on settings.","To apply identity changes across the database."
"GRM_Nicknames.lua","119","NN.RemoveNickname ( string , string , array, int , bool )","Clears the nickname from the player and/or the alt group based on settings.","To provide a clean way to purge nicknames while maintaining history/sync integrity."
"GRM_Nicknames.lua","182","NN.IsNicknameFormatValid ( string )","Validates the nickname for length (UTF-8 aware) and ensures no forbidden special characters that might mess up regex parsing.","To prevent UI injection (via pipe character) and ensure compatibility across all localized clients."
"GRM_Patches.lua","16","GRM_Patch.SettingsCheck ( float )","Holds the patch logic for when people upgrade the addon","To keep the database healthy and corrected from dev design errors and unanticipated consequences of code."
"GRM_Patches.lua","1926","GRM_Patch.AddMemberSpecificData ( string , anyVar )","Goes through the entire account wide database and adds the player's metadata a new setting","Reusable function for error work and to avoid on code bloat spam."
"GRM_Patches.lua","1967","GRM_Patch.ModifyMemberSpecificData ( function , bool , bool , bool , object or var )","Goes through the entire account wide database and modifies a player's or guild's metadata based on the actions of the given function","Reusable function for error work and to avoid on code bloat spam."
"GRM_Patches.lua","2026","GRM_Patch.AddOrEditNewMacroSetting( string , string , Any )","Updates a setting as part of a macro rule category","Expanded filters need a rule set!"
"GRM_Patches.lua","2040","GRM_Patch.AddNewSetting ( string , value , function , string )","Creates a new settings value","Be able to add new tools and controls to player."
"GRM_Patches.lua","2058","GRM_Patch.EditSetting ( string , function )","Allows the player to modify an existing setting to a new value given the valueOrLogic function","To be able to retroactively adapt and make changes to the database."
"GRM_Patches.lua","2087","GRM_Patch.ModifyOrAddMacroRuleSetting ( string , string , function or type )","Allows the player to modify an existing setting to a new value given the valueOrLogic function","To be able to retroactively adapt and make changes to the database of macro rules"
"GRM_Patches.lua","2113","GRM_Patch.ManageOldSettingsDB()","Preps settings DB for conversion","Cleanup the ""LoadSettings"" function in GRM_Core as it had a lot of old legacy code. Let's shift it over to patches."
"GRM_Patches.lua","2230","GRM_Patch.ModifyPlayerSetting ( string , function )","Allows the player to modify an existing setting to a new value given the valueOrLogic function","To be able to retroactively adapt and make changes to the database."
"GRM_Patches.lua","2258","GRM_Patch.ModifyOrAddMacroRuleSetting ( string , string , function or type )","Allows the player to modify an existing setting to a new value given the valueOrLogic function","To be able to retroactively adapt and make changes to the database of macro rules"
"GRM_Patches.lua","2281","GRM_Patch.AddPlayerSetting ( string , object , function )","Allows the player to add a new setting to all settings profiles","To be able to retroactively adapt and make changes to the database."
"GRM_Patches.lua","2297","GRM_Patch.PlayerSettingsIntegrityCheck()","Checks for broken player addon settings in relation to some previous errors that could be introduced. Returns a boolean to determine if the player settings need to be rebuilt for that current player","To fix any issues in regards to previous bug."
"GRM_Patches.lua","2321","GRM_Patch.FixClassIncompatibilityBuild()","Activates the popup window to enable wiping and hard restting the addon data due to a previous incompatible load","Resolves issues from players who enabled an outdated version of the addon."
"GRM_Patches.lua","2335","GRM_Patch.RemoveMacroInClassic()","Checks if macro exists and then removes it if it does.",""
"GRM_Patches.lua","2346","GRM.TimeStampToEpoch (timestamp)","Converts a given timestamp: ""22 Mar '17"" into Epoch Seconds time (UTC timezone)","On adding notes, epoch time is considered when calculating how much time has passed, for exactness and custom dates need to include it."
"GRM_Patches.lua","2773","GRM_Patch.AddAutoBackupIndex()","Adds 2 indexes that will be permanently in place for autobackup indexes...","So that the autobackup has a place to be set..."
"GRM_Patches.lua","2787","GRM_Patch.ConfigureAutoBackupSettings()","Establishes Auto Backup settings","For a new feature, all player settings should be set default to 7 days, when the original setting placeholder was 1"
"GRM_Patches.lua","2799","GRM_Patch.ResetAllBackupsPatch()","Wipes all backup data, but then reinitializes an index for each guild","For managing the database of guild backups"
"GRM_Patches.lua","2816","GRM_Patch.CleanupPromoDates()","Parses through all of the guild promo and removes the ""12:01am"" after it...","Some patches previously an erroenous stamping was added, this fixes it."
"GRM_Patches.lua","2842","GRM_Patch.ExpandOptionsType(int,int,int,object)","Expands the number of options settings, and initializes the type","Reusuable for future flexibility on updates."
"GRM_Patches.lua","2882","GRM_Patch.ModifyNewDefaultSetting ( int , object )","Modifies the given setting based on the index point in the settings with the new given setting","To create a universally reusable patcher."
"GRM_Patches.lua","2915","GRM_Patch.FixBrokenLanguageIndex()","Checks if the index value is set to zero, which it should not, but if it is, defaults it to 1 for English","Due to an unforeseen circumstance, the placeholder value of zero, which represents no language, could be pulled before setting was established, thus breaking load."
"GRM_Patches.lua","2952","GRM_Patch.SetProperFontIndex();","Sets the defautl font index to their selected language.","On introduction of the fonts, this sets the font index in the saves properly..."
"GRM_Patches.lua","2967","GRM_Patch.ConfigureMiscForPlayer( string );","Builds a file for tracking active data that can be reference back to on a relog... so as to mark where to carry on from","In case a player logs out in the middle of critical things, both front and backend, it has a marker stored on where to restart from."
"GRM_Patches.lua","2983","GRM_Patch.SetMiscConfiguration()","Configures the new save file by making a uniqe index for each toon already saved","To be able to save a player the headache of incomplete tasks that need a marker on where to carryon from where it was left off."
"GRM_Patches.lua","3000","GRM_Patch.ModifyPlayerMetadata ( int , object , boolean , int )","Allows the player to modify the metadata for ALL profiles in every guild in the database with one method","One function to rule them all! Keep code bloat down."
"GRM_Patches.lua","3054","GRM_Patch.AddPlayerMetaDataSlot ( int , object )","Allows the player to insert into the metadata for ALL profiles in every guild in the database with one method","One function to rule them all! Keep code bloat down."
"GRM_Patches.lua","3115","GRM_Patch.AddNewDefaultSetting ( int , object , boolean )","Modifies the given setting based on the index point in the settings with the new given setting","To create a universally reusable patcher."
"GRM_Patches.lua","3131","GRM_Patch.SetProperRankRestrictions()","Sets the ban list rank and custom note rank to match overall sync filter rank, if necessary","Clarity for the addon user on rank filtering."
"GRM_Patches.lua","3151","GRM_Patch.FixAltData()","Goes to every saved player and changes a boolean to a today's timestamp","There was some sync code that erroneously added a boolean instead of the epoch time stamp for when a player's alt was modified. This fixes that problem"
"GRM_Patches.lua","3196","GRM_Patch.RemoveGuildBackup ( string , string , int , string , boolean )","Removes a Backup Point for the guild...","Database Backup Management"
"GRM_Patches.lua","3291","GRM_Patch.RemoveAllAutoBackups()","Removes all autobackups for all guilds both factions","Due to a flaw in the way auto-saved backups were added, this is now fixed."
"GRM_Patches.lua","3313","GRM_Patch.CleanupAnniversaryEvents()","Due to an error with syncing alt join date data, this cleanus up the string for proper format","So players are properly reported for anniversary reminders."
"GRM_Patches.lua","3345","GRM_Patch.RemoveTitlesEventDataAndUpdateBirthday()","Due to a change in the way the events (birthday, anniversary, custom) are handled, and for localization reasons, this ""title"" can be removed","Updating the database to prevent old errors from old databases."
"GRM_Patches.lua","3380","GRM_Patch.UpdateCalendarEventsDatabase()","Checks the oldEventsDatabase and adds an eventTypeIndex identifier at the end. In this case, a 1 because ONLY anniversaries have ever been documented","To enable all new features to be implemented with the events log and the elimination of errors that will occur with new database changes."
"GRM_Patches.lua","3395","GRM_Patch.MatchLanguageTo24HrFormat()","Checks the selected language then defaults to 24hr scale or 12hr scale","Auto-configure what is the popular hour/min format for the day based on the language preference."
"GRM_Patches.lua","3410","GRM_Patch.FixBanListNameGrammar()","Corrects any ill added names through the manual ban system and corrects their format","Human error protection retroactive that is now implemented live."
"GRM_Patches.lua","3428","GRM_Patch.RemoveDouble ( table )","Iterates through the roster and finds all copies and removes them","Fixing a coding flaw"
"GRM_Patches.lua","3467","GRM_Patch.FixDoubleCopiesInLeftPLayers()","Cleans up the left players for double copies which could have happened with the ban list.","Fix an error in the code from patch 1.1530 in the ban list modification updates."
